model,layer,pool,iso,intra_mean,inter_mean,delta,cohens_d,p_welch,p_perm,ci_lower,ci_upper,rsa_rho,rsa_p,n_intra,n_inter
hfl/chinese-macbert-base,6,char,1,0.04275113344192505,0.0007147585856728256,0.04203637316823006,0.3886340568178386,1.1041686959594717e-56,0.000999000999000999,0.03697653291746974,0.046804262697696684,0.062195775494331744,0.0,3400,3400
hfl/chinese-macbert-base,6,mean,0,0.933965802192688,0.9326136112213135,0.0013521909713745117,0.059328279698674935,0.014461061549158438,0.005994005994005994,0.00029250830411911013,0.0024001210927963256,0.024305665828702642,7.113323033984803e-259,3400,3400
hfl/chinese-macbert-base,6,mean,1,0.04273337125778198,0.000704682432115078,0.04202868789434433,0.3884922038541374,1.2076870122974665e-56,0.000999000999000999,0.03695777244865894,0.04677397822961211,0.05794335514141049,0.0,3400,3400
hfl/chinese-macbert-base,9,char,0,0.8874533176422119,0.8853379487991333,0.0021153688430786133,0.037927647836727384,0.11793271697290245,0.07692307692307693,-0.0006389558315277099,0.004746693372726441,0.016056566902513288,4.166758969107652e-114,3400,3400
hfl/chinese-macbert-base,9,char,1,0.04327577352523804,-0.0006660907529294491,0.043941862881183624,0.32120331813521,1.569067232933023e-39,0.000999000999000999,0.03716956777498126,0.05011907024309039,0.0461963774785154,0.0,3400,3400
hfl/chinese-macbert-base,9,mean,0,0.9634594917297363,0.9627307653427124,0.0007287263870239258,0.04187794363903478,0.08425467936902035,0.04895104895104895,-0.00011850446462631223,0.001539890468120575,0.015230486882599838,7.317702008028106e-103,3400,3400
hfl/chinese-macbert-base,9,mean,1,0.04327403008937836,-0.0006686893757432699,0.04394271969795227,0.32118181158175596,1.5871840538477247e-39,0.000999000999000999,0.03716900860890746,0.050115241762250656,0.040616866609058215,0.0,3400,3400
hfl/chinese-macbert-base,12,char,0,0.9242690205574036,0.9235547780990601,0.0007142424583435059,0.016418126823674058,0.49850749937288763,0.2807192807192807,-0.0013945788145065308,0.0028384387493133535,0.012859042253581502,7.216299117474498e-74,3400,3400
hfl/chinese-macbert-base,12,char,1,0.04148333892226219,-0.0005761101492680609,0.04205944761633873,0.28153318979430497,7.461127244446884e-31,0.000999000999000999,0.03468930488452315,0.04873194685205817,0.03917550064353124,0.0,3400,3400
hfl/chinese-macbert-base,12,mean,0,0.9309863448143005,0.9296125173568726,0.0013738274574279785,0.03985303011496391,0.10038611602944149,0.057942057942057944,-0.00031641423702239986,0.003078676760196686,0.020275742986964353,9.032913282824148e-181,3400,3400
hfl/chinese-macbert-base,12,mean,1,0.040486108511686325,-1.6486505046486855e-05,0.04050259664654732,0.2802407095291999,1.374667164417255e-30,0.000999000999000999,0.033224270306527616,0.04725163634866476,0.03964104721225458,0.0,3400,3400
nghuyong/ernie-3.0-base-zh,0,char,0,0.32021430134773254,0.30629295110702515,0.013921350240707397,0.10619424711168246,1.212970510467386e-05,0.000999000999000999,0.007866908609867097,0.020521236211061476,0.03804216749638158,0.0,3400,3400
nghuyong/ernie-3.0-base-zh,0,char,1,0.029279833659529686,0.000587362446822226,0.028692470863461494,0.5073038074286951,7.973265894698593e-94,0.000999000999000999,0.02610029298812151,0.03148555504158139,0.07735630569410856,0.0,3400,3400
nghuyong/ernie-3.0-base-zh,0,mean,0,0.6466473937034607,0.6403599381446838,0.0062874555587768555,0.07957416279723667,0.0010398268300095043,0.000999000999000999,0.0026045203208923343,0.010211779177188872,0.031543876496000614,0.0,3400,3400
nghuyong/ernie-3.0-base-zh,0,mean,1,0.029279833659529686,0.0005873623886145651,0.028692470863461494,0.5073038063277293,7.973265894698593e-94,0.000999000999000999,0.02610029298812151,0.03148555504158139,0.07623788466839174,0.0,3400,3400
nghuyong/ernie-3.0-base-zh,3,char,0,0.7027056813240051,0.6987364888191223,0.0039691925048828125,0.040833956137027755,0.09230013478173933,0.04395604395604396,-0.0006515756249427795,0.00861237496137619,0.01788597630994873,4.086868449805814e-141,3400,3400
nghuyong/ernie-3.0-base-zh,3,char,1,0.039171282202005386,0.0007079681381583214,0.03846331313252449,0.34396965146483743,5.3331325913856076e-45,0.000999000999000999,0.03294549025595188,0.044086604844778776,0.05561021079185711,0.0,3400,3400
nghuyong/ernie-3.0-base-zh,3,mean,0,0.8136730194091797,0.8118851780891418,0.0017878413200378418,0.026840308615654868,0.26848592893012324,0.13786213786213786,-0.0014739617705345153,0.004892216622829435,0.01903885035530279,1.2575423099019092e-159,3400,3400
nghuyong/ernie-3.0-base-zh,3,mean,1,0.038752809166908264,0.0013482411159202456,0.03740456700325012,0.3344363182144336,1.1401714683949265e-42,0.000999000999000999,0.0318525904789567,0.04291192004457116,0.058737368522078226,0.0,3400,3400
nghuyong/ernie-3.0-base-zh,6,char,0,0.8606597781181335,0.8590168356895447,0.0016429424285888672,0.02414010655873344,0.3196528086752141,0.17582417582417584,-0.0016814038157463072,0.004845812916755675,0.011456375848865892,5.189735016902762e-59,3400,3400
nghuyong/ernie-3.0-base-zh,6,char,1,0.037884462624788284,0.0004121160600334406,0.03747234493494034,0.2520877438112059,4.0852622355814054e-25,0.000999000999000999,0.030380553379654885,0.04475141298025846,0.041266468255575714,0.0,3400,3400
nghuyong/ernie-3.0-base-zh,6,mean,0,0.912665605545044,0.911717414855957,0.0009481906890869141,0.02205347325149468,0.36320082798313513,0.1968031968031968,-0.001150403916835785,0.0029571413993835444,0.009836713751693477,5.659095681210429e-44,3400,3400
nghuyong/ernie-3.0-base-zh,6,mean,1,0.037526775151491165,0.001469594077207148,0.036057181656360626,0.24052159031287224,5.0419119266430867e-23,0.000999000999000999,0.028864025557413697,0.04336054921150208,0.03668510242834145,0.0,3400,3400
nghuyong/ernie-3.0-base-zh,9,char,0,0.9148213267326355,0.9147206544876099,0.00010067224502563477,0.0015485015596646094,0.9490773821994091,0.4905094905094905,-0.002964383363723755,0.0031029507517814636,0.01094683291299056,4.90378609732812e-54,3400,3400
nghuyong/ernie-3.0-base-zh,9,char,1,0.037278901785612106,0.00014030231977812946,0.037138599902391434,0.22353898778281958,4.0110311540652296e-20,0.000999000999000999,0.028435164736583828,0.045234781224280596,0.029328680507519217,0.0,3400,3400
nghuyong/ernie-3.0-base-zh,9,mean,0,0.9619886875152588,0.9619166254997253,7.206201553344727e-05,0.0027678608289675517,0.9090821801726894,0.47352647352647353,-0.0011726096272468567,0.0012621939182281493,0.0170601273694271,1.4562288731664681e-128,3400,3400
nghuyong/ernie-3.0-base-zh,9,mean,1,0.03698963671922684,-0.00013324484461918473,0.03712288290262222,0.22523876774280602,2.0988767986349923e-20,0.000999000999000999,0.028440839936956765,0.04503392176702618,0.03173843123746782,0.0,3400,3400
nghuyong/ernie-3.0-base-zh,12,char,0,0.9460417628288269,0.9435590505599976,0.0024827122688293457,0.02186817527955029,0.367267463729521,0.1958041958041958,-0.0029485851526260373,0.008179348707199096,0.01695894666652353,4.574686386099222e-127,3400,3400
nghuyong/ernie-3.0-base-zh,12,char,1,0.04067346826195717,0.0008991286158561707,0.039774339646101,0.22465928289388343,2.619116872321271e-20,0.000999000999000999,0.030735728750005364,0.048161018174141645,0.030378481553689225,0.0,3400,3400
nghuyong/ernie-3.0-base-zh,12,mean,0,0.9423226118087769,0.9398898482322693,0.0024327635765075684,0.02508998446424734,0.3009633077565459,0.15584415584415584,-0.002128902077674866,0.007285390794277191,0.014167031562377202,2.9452703006730188e-89,3400,3400
nghuyong/ernie-3.0-base-zh,12,mean,1,0.039999693632125854,0.001292141736485064,0.03870755061507225,0.1957527436096206,8.176066575826275e-16,0.000999000999000999,0.02881964440457523,0.04863656554371119,0.02495364543334111,9.482878215418408e-273,3400,3400
hfl/chinese-bert-wwm-ext,0,char,0,0.17884676158428192,0.1476159542798996,0.031230807304382324,0.4052453541977058,3.210537580086808e-61,0.000999000999000999,0.027864041551947594,0.03486697115004063,0.06689245877872639,0.0,3400,3400
hfl/chinese-bert-wwm-ext,0,char,1,0.03692960739135742,0.000670236477162689,0.03625937178730965,0.4905201083124416,1.2592588101526823e-87,0.000999000999000999,0.032837029453366993,0.039643837977200745,0.07890962695660149,0.0,3400,3400
hfl/chinese-bert-wwm-ext,0,mean,0,0.6113183498382568,0.5963782668113708,0.014940083026885986,0.4058659149968971,2.024057783702206e-61,0.000999000999000999,0.01326737403869629,0.016682639718055725,0.0668094028950643,0.0,3400,3400
hfl/chinese-bert-wwm-ext,0,mean,1,0.03692960739135742,0.0006702365353703499,0.03625937178730965,0.4905201011444066,1.2592795149199856e-87,0.000999000999000999,0.032837029453366993,0.039643837977200745,0.08070269632086424,0.0,3400,3400
hfl/chinese-bert-wwm-ext,1,char,0,0.33542242646217346,0.31058159470558167,0.024840831756591797,0.29756253135748467,3.2778303330722754e-34,0.000999000999000999,0.02075554132461548,0.028880257904529572,0.05566792918821906,0.0,3400,3400
hfl/chinese-bert-wwm-ext,1,char,1,0.041543472558259964,0.0005511604249477386,0.040992312133312225,0.5046606812836768,1.7471022506341206e-92,0.000999000999000999,0.037324714567512275,0.04493444422259927,0.08045112756653655,0.0,3400,3400
hfl/chinese-bert-wwm-ext,1,mean,0,0.7859345078468323,0.7782474756240845,0.007687032222747803,0.2555007971587235,9.659673803506249e-26,0.000999000999000999,0.006259320676326752,0.00915258824825287,0.045568140461917046,0.0,3400,3400
hfl/chinese-bert-wwm-ext,1,mean,1,0.04137628898024559,0.0007178889936767519,0.04065839946269989,0.5005221039766642,4.55655797489675e-91,0.000999000999000999,0.03697118228301406,0.04455849900841713,0.0852324194079359,0.0,3400,3400
hfl/chinese-bert-wwm-ext,2,char,0,0.5110741257667542,0.4934217631816864,0.01765236258506775,0.221205282960999,9.760689001549913e-20,0.000999000999000999,0.013901912420988084,0.02145140320062637,0.05074626372783429,0.0,3400,3400
hfl/chinese-bert-wwm-ext,2,char,1,0.04244251176714897,0.00010646424198057503,0.04233604669570923,0.5014070131121781,1.991428051254996e-91,0.000999000999000999,0.03855118351057172,0.046215344686061144,0.07829065320817441,0.0,3400,3400
hfl/chinese-bert-wwm-ext,2,mean,0,0.8679603338241577,0.863482654094696,0.00447767972946167,0.18766646402998952,1.1619867708206561e-14,0.000999000999000999,0.003327682614326477,0.005654926598072051,0.04255890477938552,0.0,3400,3400
hfl/chinese-bert-wwm-ext,2,mean,1,0.04264380782842636,4.7588979214197025e-05,0.04259621724486351,0.5029320068649502,5.793829221669904e-92,0.000999000999000999,0.03886498278006911,0.046425567008554935,0.07857802566626289,0.0,3400,3400
hfl/chinese-bert-wwm-ext,3,char,0,0.6240000128746033,0.6107697486877441,0.01323026418685913,0.17950351723280072,1.5166281116437356e-13,0.000999000999000999,0.009860000014305115,0.016854135692119597,0.047116259342120735,0.0,3400,3400
hfl/chinese-bert-wwm-ext,3,char,1,0.04281971603631973,-6.91075183567591e-05,0.0428888238966465,0.485528297351553,4.184677058379409e-86,0.000999000999000999,0.03881183033809066,0.04677257155999541,0.07787318889502887,0.0,3400,3400
hfl/chinese-bert-wwm-ext,3,mean,0,0.8892104029655457,0.8854994773864746,0.003710925579071045,0.15989496106409531,4.651009371355249e-11,0.000999000999000999,0.002639186382293701,0.004851606488227844,0.03514110942398423,0.0,3400,3400
hfl/chinese-bert-wwm-ext,3,mean,1,0.0427379235625267,6.190819021867355e-06,0.04273173213005066,0.4833155717836933,2.2669556365478253e-85,0.000999000999000999,0.03862727861851454,0.04660440972074866,0.07271792500020144,0.0,3400,3400
hfl/chinese-bert-wwm-ext,4,char,0,0.7037143707275391,0.6944268941879272,0.009287476539611816,0.12029762013845051,7.221117928543884e-07,0.000999000999000999,0.0055332213640213014,0.013253599405288696,0.03633716533886462,0.0,3400,3400
hfl/chinese-bert-wwm-ext,4,char,1,0.045521222054958344,-0.0001676262472756207,0.045688848942518234,0.49053843900940663,8.327851616064773e-88,0.000999000999000999,0.04129745410755277,0.049939507618546486,0.07352989836583325,0.0,3400,3400
hfl/chinese-bert-wwm-ext,4,mean,0,0.9171252250671387,0.9148232340812683,0.0023019909858703613,0.09847014493698415,4.962957797072798e-05,0.000999000999000999,0.001137717068195343,0.003483511507511139,0.03359948758100769,0.0,3400,3400
hfl/chinese-bert-wwm-ext,4,mean,1,0.04546152055263519,0.00012360734399408102,0.04533791169524193,0.484615582934206,7.819066252195602e-86,0.000999000999000999,0.04096560701727867,0.04960850551724434,0.0776030816639607,0.0,3400,3400
hfl/chinese-bert-wwm-ext,5,char,0,0.775253176689148,0.7686904072761536,0.006562769412994385,0.09317728798430462,0.00012324291737029545,0.000999000999000999,0.0031955808401107786,0.01015603393316269,0.0359867243863331,0.0,3400,3400
hfl/chinese-bert-wwm-ext,5,char,1,0.0470861978828907,-0.0008002801332622766,0.047886479645967484,0.48950475996148957,1.60627733043348e-87,0.000999000999000999,0.043140601739287375,0.05238208593800664,0.07922328588672548,0.0,3400,3400
hfl/chinese-bert-wwm-ext,5,mean,0,0.9311842918395996,0.9293543100357056,0.001829981803894043,0.07781847027459933,0.0013401840925416663,0.001998001998001998,0.0007327362895011902,0.0030299678444862367,0.029246497827775195,0.0,3400,3400
hfl/chinese-bert-wwm-ext,5,mean,1,0.047673121094703674,-0.001087624579668045,0.04876074567437172,0.4821115543110466,4.343699921431303e-85,0.000999000999000999,0.043790440540760756,0.05361898560076952,0.07229176454086658,0.0,3400,3400
hfl/chinese-bert-wwm-ext,6,char,0,0.8169717788696289,0.8126329779624939,0.00433880090713501,0.06584847895066247,0.006644381703225342,0.002997002997002997,0.0012161165475845336,0.007696637511253357,0.03363298877668137,0.0,3400,3400
hfl/chinese-bert-wwm-ext,6,char,1,0.04658098518848419,-0.00043166076648049057,0.04701264575123787,0.4521475462771703,2.1593670219137471e-75,0.000999000999000999,0.04178171390667558,0.05188066577538848,0.06904712395184859,0.0,3400,3400
hfl/chinese-bert-wwm-ext,6,mean,0,0.9378212690353394,0.936487078666687,0.0013341903686523438,0.0555790035682404,0.021953942803608236,0.015984015984015984,0.00020322948694229126,0.002594722807407379,0.03197918872590019,0.0,3400,3400
hfl/chinese-bert-wwm-ext,6,mean,1,0.0473153255879879,-0.0004216145898681134,0.047736939042806625,0.4352844196696973,3.456365843485725e-70,0.000999000999000999,0.042297171894460917,0.05311841331422329,0.06241993854736216,0.0,3400,3400
hfl/chinese-bert-wwm-ext,7,char,0,0.8156611919403076,0.811506986618042,0.004154205322265625,0.056407482267922145,0.020060642823001854,0.012987012987012988,0.0007019251585006715,0.007903765141963958,0.026851533506383477,0.0,3400,3400
hfl/chinese-bert-wwm-ext,7,char,1,0.04738840088248253,0.00023291489924304187,0.047155484557151794,0.44038000536937616,9.767399225185176e-72,0.000999000999000999,0.041871944814920424,0.05203549889847636,0.06779467122732395,0.0,3400,3400
hfl/chinese-bert-wwm-ext,7,mean,0,0.9286497831344604,0.9272271990776062,0.001422584056854248,0.0467606838462258,0.05389883183841173,0.03596403596403597,-1.3220310211181614e-05,0.002954384684562683,0.02331729703713057,2.057091451456652e-238,3400,3400
hfl/chinese-bert-wwm-ext,7,mean,1,0.046861499547958374,0.001015941146761179,0.04584555700421333,0.40010282199006514,7.602674717344213e-60,0.000999000999000999,0.04023782992735505,0.05138663034886121,0.06490205239526983,0.0,3400,3400
hfl/chinese-bert-wwm-ext,8,char,0,0.7986882925033569,0.793612003326416,0.005076289176940918,0.058754750797904105,0.015439339891752748,0.011988011988011988,0.0009379044175148012,0.009488552808761597,0.023500187769477193,3.8998891468402375e-242,3400,3400
hfl/chinese-bert-wwm-ext,8,char,1,0.051384251564741135,0.0013410004321485758,0.0500432513654232,0.435687594142976,2.7199303359784607e-70,0.000999000999000999,0.0444152575917542,0.055633365735411645,0.07086392754822446,0.0,3400,3400
hfl/chinese-bert-wwm-ext,8,mean,0,0.9090723991394043,0.90705406665802,0.0020183324813842773,0.04911309787726247,0.042905974127566374,0.03596403596403597,6.0164928436279316e-05,0.00413534790277481,0.024542858284066098,6.537733501370137e-264,3400,3400
hfl/chinese-bert-wwm-ext,8,mean,1,0.05027676001191139,0.0020657561253756285,0.048211004585027695,0.39288555679348586,8.06597126747555e-58,0.000999000999000999,0.04198367735370993,0.05429213335737586,0.06347064090136449,0.0,3400,3400
hfl/chinese-bert-wwm-ext,9,char,0,0.8266804814338684,0.8219018578529358,0.004778623580932617,0.05397155350815037,0.026094725445841422,0.022977022977022976,0.0004307851195335388,0.009243759512901305,0.027505712506962522,0.0,3400,3400
hfl/chinese-bert-wwm-ext,9,char,1,0.05151720717549324,0.0015229769051074982,0.04999423027038574,0.4040134764702125,6.430225893342543e-61,0.000999000999000999,0.044053290877491234,0.05581799931824207,0.06617124696671563,0.0,3400,3400
hfl/chinese-bert-wwm-ext,9,mean,0,0.9107739329338074,0.9084162712097168,0.002357661724090576,0.05136553103577048,0.03422314469337067,0.026973026973026972,0.00022971630096435547,0.004780827462673187,0.019344278728027478,1.0044817724233179e-164,3400,3400
hfl/chinese-bert-wwm-ext,9,mean,1,0.05094172805547714,0.002635141834616661,0.04830658435821533,0.3565109945393602,4.181598968121506e-48,0.000999000999000999,0.04159640166908503,0.055165203381329776,0.059001644813182284,0.0,3400,3400
hfl/chinese-bert-wwm-ext,10,char,0,0.8865752220153809,0.883610188961029,0.0029650330543518066,0.04246415702135379,0.08001454627980499,0.053946053946053944,-0.0005153164267539977,0.006406518816947937,0.023764752759502517,1.4295080832446542e-247,3400,3400
hfl/chinese-bert-wwm-ext,10,char,1,0.05255305394530296,0.0027173012495040894,0.049835752695798874,0.3867102964333886,4.415090474957126e-56,0.000999000999000999,0.04382357113063336,0.055988072976469995,0.062098041229041175,0.0,3400,3400
hfl/chinese-bert-wwm-ext,10,mean,0,0.9352002143859863,0.9333983659744263,0.0018018484115600586,0.04726625141367629,0.051353677565804445,0.03496503496503497,-2.852082252502438e-05,0.003743994235992431,0.024617683871771878,1.6459047805203996e-265,3400,3400
hfl/chinese-bert-wwm-ext,10,mean,1,0.05254942178726196,0.003759987186640501,0.048789434134960175,0.34766026459452093,7.197296861313256e-46,0.000999000999000999,0.042174902744591236,0.05590278962627053,0.058804918080112734,0.0,3400,3400
hfl/chinese-bert-wwm-ext,11,char,0,0.8745456337928772,0.8708058595657349,0.003739774227142334,0.04983867765841121,0.039922810849393885,0.028971028971028972,7.070451974868778e-05,0.007510831952095031,0.026460909823778838,1.9512430169647154e-306,3400,3400
hfl/chinese-bert-wwm-ext,11,char,1,0.05248749256134033,0.0030026151798665524,0.04948487877845764,0.3779009754525834,1.0882760074798723e-53,0.000999000999000999,0.04339723475277424,0.05582785913720727,0.05678975724589646,0.0,3400,3400
hfl/chinese-bert-wwm-ext,11,mean,0,0.9162656664848328,0.9134479761123657,0.002817690372467041,0.05766704725625918,0.017451010752502712,0.012987012987012988,0.00046318471431732177,0.005322185158729553,0.02708376768763119,0.0,3400,3400
hfl/chinese-bert-wwm-ext,11,mean,1,0.05453067272901535,0.003454091725870967,0.051076579838991165,0.36282391791526425,1.012884628941194e-49,0.000999000999000999,0.04443592373281717,0.05810805112123489,0.057841493684090264,0.0,3400,3400
hfl/chinese-bert-wwm-ext,12,char,0,0.7882360219955444,0.7819486856460571,0.006287336349487305,0.056966848626667246,0.018861412503509537,0.014985014985014986,0.0008692234754562378,0.011768312752246856,0.019866114200872212,1.2740487382348086e-173,3400,3400
hfl/chinese-bert-wwm-ext,12,char,1,0.05248910188674927,0.003504848573356867,0.04898425191640854,0.37542303542324806,4.8796815912433265e-53,0.000999000999000999,0.042892021406441924,0.05541686164215207,0.05468539384480443,0.0,3400,3400
hfl/chinese-bert-wwm-ext,12,mean,0,0.8568847179412842,0.85187166929245,0.0050130486488342285,0.06320102447167428,0.009183668536716443,0.006993006993006993,0.0011153757572174073,0.008975787460803986,0.02740337556648782,0.0,3400,3400
hfl/chinese-bert-wwm-ext,12,mean,1,0.05801317095756531,0.00306509668007493,0.054948072880506516,0.3945043002317962,2.8405752827440524e-58,0.000999000999000999,0.04832630576565862,0.061783863510936496,0.058571036879959,0.0,3400,3400
